Product Name,Total number of comments (backer only),Number of Negative Comment,Number of Neutral Comment,Number of Positive Comment,% of Negative Comment,% of Neutral Comment,% of Positive Comment,Overall Score,Number of creator comment
twilight-of-the-gods-age-of-revelation,17,4,1,12,0.24,0.06,0.71,0.19731335,0
the-new-arcana,10,0,0,10,0,0,1,0.703685,0
falkland-islands-photographic-residency-feb-march,7,0,1,6,0,0.14,0.86,0.53495,4
towar-build-improve-and-defend-a-tower-in-another,23,0,3,20,0,0.13,0.87,0.540457391,0
mysight360-worlds-first-wearable-vr-camera-for-hik,35,10,11,14,0.29,0.31,0.4,0.022098095,0
kirsten-maxwell-records-new-music,9,0,1,8,0,0.11,0.89,0.6545,0
mini-ellipse-high-fidelity-sound-in-the-palm-of-yo,16,8,3,5,0.5,0.19,0.31,-0.011830174,0
fold-the-best-slim-wallet-with-a-few-suprises,36,12,0,24,0.33,0,0.67,0.248698765,0
astropibox,0,0,0,0,0,0,0,0,0
netherbird-svensk-javla-svarta,2,0,0,2,0,0,1,0.727075,0
arizona-mexico-border-town-mural-project,0,0,0,0,0,0,0,0,0
nekopara-anime-ova,26,10,4,12,0.38,0.15,0.46,0.176020513,0
anywhere-fridge-solar-portable-transforming-fridge,10,3,1,6,0.3,0.1,0.6,0.09366,10
tom-hummer-dystopian-blues-vinyl-pre-order,1,0,0,1,0,0,1,0.6103,0
eye3,17,1,2,14,0.06,0.12,0.82,0.454897408,0
azimuth-climate-data-backup-project,11,2,2,7,0.18,0.18,0.64,0.468945455,5
sandshark-universe-sketchbook-and-history-2002-201,1,0,0,1,0,0,1,0.8619,0
space-madness-enamel-pin,3,1,0,2,0.33,0,0.67,0.120666667,0
toothville,1,0,0,1,0,0,1,0.9231,0
glxy-bracelet,20,2,3,15,0.1,0.15,0.75,0.33031425,0
lyonesse-making-short-fiction-great-again,2,0,0,2,0,0,1,0.90715,0
the-game-of-life-challenges,3,0,1,2,0,0.33,0.67,0.348433333,0
no-problem-to-make-a-film-about-jacques-houot-the,0,0,0,0,0,0,0,0,0
kirk-lindos-vamperotica-magazine-collection-v1-v4,14,0,5,9,0,0.36,0.64,0.492278571,0
somnova-the-worlds-first-best-super-smart-sleep-ma,13,2,1,10,0.15,0.08,0.77,0.430849383,0
sirens-deck-ocm-playing-cards,21,2,3,16,0.1,0.14,0.76,0.426149405,0
the-worlds-first-custom-height-insole,1,0,0,1,0,0,1,0.9473,0
the-wastelanders-2048,15,1,2,12,0.07,0.13,0.8,0.426330848,0
not-without-you-anthology,37,7,7,23,0.19,0.19,0.62,0.362436036,0
dragons-bard,14,1,4,9,0.07,0.29,0.64,0.458278333,0
brenda-xus-new-album-overflow-and-music-video-proj,2,0,0,2,0,0,1,0.84295,0
lancement-dune-marque-urbaine-launch-of-an-urban-b,1,0,1,0,0,1,0,0,0
cobba-the-worlds-first-non-stop-shorts-featuring-a,19,4,5,10,0.21,0.26,0.53,0.142654449,0
its-time-to-amend-your-morning-routine,0,0,0,0,0,0,0,0,0
gotube-the-worlds-most-portable-electric-scooter,25,11,7,7,0.44,0.28,0.28,-0.0562335,0
worship-music-and-gods-mission-to-the-nations,2,0,0,2,0,0,1,0.83525,0
zipsloth-the-worlds-laziest-hoodie,10,0,3,7,0,0.3,0.7,0.399416667,0
introducing-vandra-the-worlds-safest-backpack,20,2,2,16,0.1,0.1,0.8,0.424921765,0
wayward-a-hunters-board-game,12,2,3,7,0.17,0.25,0.58,0.285715278,0
metamotion-10-axis-imu-dev-board-w-wireless-sensor,8,1,1,6,0.12,0.12,0.75,0.190645284,0
its-a-ficklin-kinda-day-the-album,1,0,0,1,0,0,1,0.69,0
tk-worlds-first-stainless-vacuum-insulated-cycling,28,3,6,19,0.11,0.21,0.68,0.259208078,0
fall-schematic,25,5,2,18,0.2,0.08,0.72,0.392792533,0
stephen-vollaros-eagle-scout-project-southington-c,0,0,0,0,0,0,0,0,0
fravel-the-worlds-cutest-suitcase,19,6,1,12,0.32,0.05,0.63,0.205150877,8
things-i-need-to-say-album,1,0,0,1,0,0,1,0.5068,0
everette-hartsoes-hell-riot-0-zombie-hunter-x-edit,6,0,1,5,0,0.17,0.83,0.526966667,0
dot-worlds-smallest-bluetooth-headset,20,4,1,15,0.2,0.05,0.75,0.2127805,11
arduino-raspberry-pi-prototype-i-o-card,0,0,0,0,0,0,0,0,0
make-100-limited-edition-rare-mystical-alphonse-mu,1,0,0,1,0,0,1,0.9001,1
iclip-the-worlds-most-ultimate-magnetic-wire-organ,39,4,2,33,0.1,0.05,0.85,0.671051709,0
bryan-james-debut-album,1,0,1,0,0,1,0,0,0
knowhere-coffee-comics-and-games-post-falls-shop,3,0,1,2,0,0.33,0.67,0.6062,0
see-think-do-the-natural-eye-photo-cards,12,0,1,11,0,0.08,0.92,0.745491667,3
vacuumclickatm-the-worlds-best-portable-vacuum-gad,36,12,5,19,0.33,0.14,0.53,0.015449272,0
frankly-benjamins-debut-ep,1,0,0,1,0,0,1,0.9405,0
ikeybo-worlds-most-advanced-projection-keyboard-an,41,10,7,24,0.24,0.17,0.59,0.209592683,0
tabletopcork-irelands-first-late-night-board-game,15,0,0,15,0,0,1,0.798013333,0
harlem-unbound-a-cthulhu-roleplaying-game-sourcebo,21,3,3,15,0.14,0.14,0.71,0.380442705,0
cronovo-inc,29,12,4,13,0.41,0.14,0.45,0.119166379,0
usbidi-the-worlds-most-intelligent-charger-ever,41,13,11,17,0.32,0.27,0.41,-0.000967073,0
kurt-schulers-first-studio-album,3,0,1,2,0,0.33,0.67,0.4864,0
make-100-eve-by-gail-potocki-signed-and-numbered-a,3,0,0,3,0,0,1,0.7237,2
moji-heated-roller-youll-never-use-a-foam-roller-a,24,5,0,19,0.21,0,0.79,0.452849132,0
riley-ann-lets-build-an-album-together,3,0,0,3,0,0,1,0.776566667,0
double-sapphires-elite-screen-protectors,20,12,0,8,0.6,0,0.4,-0.061950778,0
cardiff-met-product-design-2017-show,1,0,0,1,0,0,1,0.4926,0
a-conversation-with-samael,0,0,0,0,0,0,0,0,0
keypad-keyboard-protection-for-13-and-15-macbook-p,19,6,3,10,0.32,0.16,0.53,0.073522281,0
do-you-razor-head-shave-a-fresh-finish-experience,3,0,0,3,0,0,1,0.866733333,2
aerospace-grade-pyramids-copper-and-tungsten,10,3,0,7,0.3,0,0.7,0.321806667,0
keygogotm-a-new-spin-on-the-key-ring-g5-ti-multi-t,7,0,2,5,0,0.29,0.71,0.600028571,0
womens-march-on-washington-protest-posters,7,2,1,4,0.29,0.14,0.57,0.251732381,0
the-folio-12-and-13-taux-trilogy-completion,12,0,1,11,0,0.08,0.92,0.4996678,0
vital-backpack,0,0,0,0,0,0,0,0,0
automated-comfort-linq-smart-vents,15,0,2,13,0,0.13,0.87,0.567363889,0
coinsol-a-wallet-with-unlimited-card-slots,8,2,2,4,0.25,0.25,0.5,0.10209375,0
its-you,4,0,0,4,0,0,1,0.821525,0
smut-peddler-presents-the-dinah-might-enamel-pin,2,0,0,2,0,0,1,0.5496,0
nimbus-20-the-worlds-first-smart-towel-rack,13,1,2,10,0.08,0.15,0.77,0.405308242,0
crush-your-new-years-resolution-and-learn-to-code,13,1,6,6,0.08,0.46,0.46,0.233082051,8
the-salty-soldier-website-and-mobile-app-iphone-an,7,5,0,2,0.71,0,0.29,-0.238614286,0
grinningremnants-first-playmat,0,0,0,0,0,0,0,0,0
questions-to-know-you-card-game-with-250-question,5,0,1,4,0,0.2,0.8,0.693653333,0
duck-rings-advanced-gym-rings-for-climbers,7,1,0,6,0.14,0,0.86,0.304395238,0
cube-in-cube-in-oligodynamic-brass,10,1,3,6,0.1,0.3,0.6,0.320970606,0
tiny-tops-20-micro-spinning-tops,23,0,0,23,0,0,1,0.836844746,0
really-minimalistic-leather-wallet-and-stylish-lea,10,1,4,5,0.1,0.4,0.5,0.17547,0
cycling-wear-for-women-by-women,6,0,0,6,0,0,1,0.832583333,1
girrion-book-1-the-chrysalis-and-the-stone-issue-6,15,1,5,9,0.07,0.33,0.6,0.338045043,0
indie-microblogging-owning-your-short-form-writing,30,2,2,26,0.07,0.07,0.87,0.667742778,16
intelligent-security-camera-cover-webcam-privacy-c,40,16,7,17,0.4,0.17,0.42,0.071813958,0
intrepid-fools-the-murderous-philanthropist-of-cro,0,0,0,0,0,0,0,0,0
the-loneliest-lp,13,1,3,9,0.08,0.23,0.69,0.516020769,8
atos-arm-rest-table-with-phone-and-tablet-stand,8,2,2,4,0.25,0.25,0.5,0.0789375,1
bad-applestm-the-highly-offensive-unofficial-expan,2,1,0,1,0.5,0,0.5,-0.0106,0
the-star-on-the-shore-a-call-of-cthulhu-rpg-module,33,3,4,26,0.09,0.12,0.79,0.450028283,0
atlas-time-co-a-new-generation-of-contemporary-wat,17,3,1,13,0.18,0.06,0.76,0.458811765,0
heartbreak-hits-theo-katzmans-second-lp,16,0,3,13,0,0.19,0.81,0.565434375,0
aphroadonis-custom-made-luxury-leather-bags,9,1,1,7,0.11,0.11,0.78,0.344436765,0
helloear-arc-the-worlds-most-comfortable-custom-ea,41,13,5,23,0.32,0.12,0.56,0.14070122,0
speedx-unicorn-smart-road-bike-with-built-in-power,21,6,4,11,0.29,0.19,0.52,0.0174461,0
spyn-decision-making-made-fun,30,3,1,26,0.1,0.03,0.87,0.491161667,0
tao-long,26,7,6,13,0.27,0.23,0.5,0.092613462,0
vegan-dinner,1,0,1,0,0,1,0,0,0
a-paintbrush-unfold-ep-debut-by-liselotte-ostblom,0,0,0,0,0,0,0,0,0
get-2-great-games-and-help-save-crash-games,26,2,3,21,0.08,0.12,0.81,0.514762564,0
wild-times-an-oral-history-of-wildstorm-studios,13,4,2,7,0.31,0.15,0.54,0.293215385,6
high-fantasy-herps-artist-enamel-pins,9,0,0,9,0,0,1,0.700277778,2
akita-wireless-headphones-the-ultimate-sensational,6,0,1,5,0,0.17,0.83,0.559408333,0
yia-the-autobiography-of-fish-as-told-to-charles-h,0,0,0,0,0,0,0,0,0
make-100-alcohol-ink-paintings,10,0,2,8,0,0.2,0.8,0.59988,7
lapmonitor-multi-user-lap-timing-and-counting-syst,14,1,6,7,0.07,0.43,0.5,0.218918214,0
moneymalisttm-the-business-wallet,4,1,0,3,0.25,0,0.75,0.435625,0
make100-skt-ceramics-caribou-mug,6,1,1,4,0.17,0.17,0.67,0.441716667,2
vault-magnetic-pedals-maglock-bike-pedal,9,1,1,7,0.11,0.11,0.78,0.288224847,0
introducing-nexxbar-a-revolution-in-self-therapy,11,2,4,5,0.18,0.36,0.45,0.268695455,0
littlearm-2c-mini-arduino-robot-arm-for-stem-and-h,16,1,2,13,0.06,0.12,0.81,0.357333854,0
invisible-courts,6,1,1,4,0.17,0.17,0.67,0.339725,0
daebak-wallet-the-best-cash-friendly-minimalist-wa,9,0,2,7,0,0.22,0.78,0.294232222,0
steadicam-volt-smartphone-stabilizer-shake-free-vi,25,5,3,17,0.2,0.12,0.68,0.19556869,0
eaglebreaker-the-tale-of-eaglefriendbook-2,2,0,0,2,0,0,1,0.4146,0
wallet-buddy-the-ss-multi-tool-that-fits-in-your-w,7,1,0,6,0.14,0,0.86,0.32407381,0
be-seduced-by-this-western-wooden-marble-maze,2,0,0,2,0,0,1,0.6533,0
the-classic-look-smart-watches-own-your-memories-n,2,0,1,1,0,0.5,0.5,0.4587,0
mirro-the-tissue-box-between-illusion-and-reality,20,6,0,14,0.3,0,0.7,0.176215036,0
whats-your-beef-stick,1,0,0,1,0,0,1,0.254366667,1
pocketpower-a-solar-charger-fits-in-your-pocket,34,10,8,16,0.29,0.24,0.47,0.109423529,0
the-grypmat-the-worlds-most-versatile-tool-mat,34,6,5,23,0.18,0.15,0.68,0.252523039,2
industrial-chalk-bags-a-work-bag-inspired-by-the-o,4,0,1,3,0,0.25,0.75,0.4934625,4
catspad-the-best-smart-food-and-water-dispenser-fo,17,2,3,12,0.12,0.18,0.71,0.306507703,0
hexpanse,26,7,2,17,0.27,0.08,0.65,0.280630449,0
valley-of-kildar-for-5th-edition-and-other-rpg-gam,19,2,3,14,0.11,0.16,0.74,0.266862343,0
shintiara-rpg-a-world-of-magic-and-time-paradoxes,21,1,4,16,0.05,0.19,0.76,0.353797619,19
100-kickstarter-dreams-the-voice-of-100-creators,7,0,3,4,0,0.43,0.57,0.340434694,0
myth-dark-frontier,29,6,8,15,0.21,0.28,0.52,0.223797471,0
grrrabbit-the-sighthound-themed-card-game,2,0,1,1,0,0.5,0.5,0.28495,0
magnetic-magnificent-handmade-pens,14,0,1,13,0,0.07,0.93,0.68991369,10
pre-order-frankenstein-created-bikers,16,2,2,12,0.12,0.12,0.75,0.349743229,13
yakuza-893-comicbook,9,0,0,9,0,0,1,0.483938889,8
the-penned-guin-treasury-edition,2,0,0,2,0,0,1,0.7896,0
100-flower-paintings,5,0,1,4,0,0.2,0.8,0.39991,4
lets-have-better-conversations-about-belief,0,0,0,0,0,0,0,0,0
dunce-1-special-limited-edition,10,1,3,6,0.1,0.3,0.6,0.30459,6
qkey-a-smart-simple-and-secure-online-experience,36,11,5,20,0.31,0.14,0.56,0.145295139,0
blackout-journey-into-darkness,21,4,2,15,0.19,0.1,0.71,0.232671217,0
pigsmoke-a-roleplaying-game-of-sorcerous-academia,24,3,3,18,0.12,0.12,0.75,0.278806481,0
ethos-the-hoodie-reinvented,28,2,3,23,0.07,0.11,0.82,0.495976276,0
spheres-of-might-a-new-pathfinder-martial-system,24,1,10,13,0.04,0.42,0.54,0.230881713,0
the-foothill-dragon-press-first-ever-magazine,0,0,0,0,0,0,0,0,0
inirv-react-make-your-home-smarter-and-safer,12,2,1,9,0.17,0.08,0.75,0.270789311,0
x-01-titanium-pen,30,2,2,26,0.07,0.07,0.87,0.460552667,0
patches-for-the-four-horsemen-universe-and-other-b,1,0,1,0,0,1,0,0,0
gileadi-dance-co,1,0,0,1,0,0,1,0.636,0
the-great-american-farm-tour,50,0,2,48,0,0.04,0.96,0.843662,0
ufd-unidentified-flying-dog-enamel-pin,4,0,0,4,0,0,1,0.51002,0
kyle-evans-advaitin-full-length-debut-album-0,0,0,0,0,0,0,0,0,0
hexoroll-dice-redesigning-the-way-you-roll-a-dice,28,6,7,15,0.21,0.25,0.54,0.167601786,0
mixstik-the-magic-stick-to-mix-perfect-cocktails,31,4,7,20,0.13,0.23,0.65,0.347784301,0
100-dropped-pendant-lights,11,1,0,10,0.09,0,0.91,0.611040909,0
clovertons-second-full-length-album,22,0,0,22,0,0,1,0.76665,0
100-watercolor-indigo-birds,22,1,0,21,0.05,0,0.95,0.655754924,0
calamityware-series-1-revisited,16,0,1,15,0,0.06,0.94,0.70164375,4
everyday-birthday,13,8,1,4,0.62,0.08,0.31,-0.185072012,2
day-of-the-dead-music-calaveras-vinyl-stickers,5,0,0,5,0,0,1,0.83662,1
parashoot-20-multi-use-wearable-smart-hd-camera,10,1,0,9,0.1,0,0.9,0.238533727,0
smart-protektor,19,4,0,15,0.21,0,0.79,0.251773864,0
inventors-positioning-axis-8-micron-accuracy,7,1,0,6,0.14,0,0.86,0.298822894,0
oracles-crest-tarot-enamel-pin-collection,5,0,0,5,0,0,1,0.88812,2
lets-make-1000-finger-puppets,4,0,0,4,0,0,1,0.8357625,0
insanity-3,0,0,0,0,0,0,0,0,0
evie-blender-the-worlds-first-perfect-makeup-blend,24,4,5,15,0.17,0.21,0.62,0.272671875,0
vanguard-of-war-archon-studio,26,9,7,10,0.35,0.27,0.38,0.060050128,0
monkey-the-roleplaying-game-of-the-journey-to-the,21,3,3,15,0.14,0.14,0.71,0.31148322,0
refyne-p1-the-first-modular-titanium-edc-pen-and-f,30,9,2,19,0.3,0.07,0.63,0.226855926,0
day-night-z,28,4,4,20,0.14,0.14,0.71,0.326191964,0
sub-terra-a-cooperative-survival-horror-game-for-1,32,7,5,20,0.22,0.16,0.62,0.271083594,0
adaptalux-studio-stabiliser,11,5,1,5,0.45,0.09,0.45,0.025347348,0
khan-of-khans-family-game,34,8,8,18,0.24,0.24,0.53,0.237487255,0
x-flex-belt-most-comfortable-belt-ever,19,4,3,12,0.21,0.16,0.63,0.165479266,0
orbi-kitchen-gadget-for-perfect-golden-egg,8,3,1,4,0.38,0.12,0.5,0.044126786,0
rise-of-the-beasts-series-1,28,7,6,15,0.25,0.21,0.54,0.242190655,0
forgotten-corpses-canadian-horror-web-series,3,1,0,2,0.33,0,0.67,0.206016667,0
companion-short-film,2,0,0,2,0,0,1,0.4749,0
resisters-a-coloring-book,11,0,2,9,0,0.18,0.82,0.494812121,4
slow-color-a-practical-guide-to-natural-dyeing-in,8,0,1,7,0,0.12,0.88,0.4844375,0
under-an-arctic-sky-film,40,10,8,22,0.25,0.2,0.55,0.24770375,4
the-outside-children-los-ninos-exteriores,0,0,0,0,0,0,0,0,0
new-movie-the-sky-has-fallen-horror-film-with-no-c,3,0,0,3,0,0,1,0.605166667,0
beeeees,29,2,6,21,0.07,0.21,0.72,0.260813448,0
cats-kill-movie,2,1,0,1,0.5,0,0.5,-0.10665,0
power-plant-organic-eggplant-jerky,29,8,5,16,0.28,0.17,0.55,0.157058103,9
basic-and-advanced-breakout-boards-plus-more,11,0,3,8,0,0.27,0.73,0.558804545,5
procyon-podcast-network-fun-diverse-genre-fiction,0,0,0,0,0,0,0,0,0
clash-of-steel-a-tactical-card-game-of-medieval-du,25,3,1,21,0.12,0.04,0.84,0.462129111,0
eat-offbeat-the-cookbook,33,3,8,22,0.09,0.24,0.67,0.340365657,0
bingo-love,27,1,0,26,0.04,0,0.96,0.682685185,0
mars-wars,29,7,0,22,0.24,0,0.76,0.319432203,0
878-vikings-invasions-of-england,33,11,9,13,0.33,0.27,0.39,0.027073737,0
the-last-garden-robotanists-in-the-post-apocalypse,16,1,3,12,0.06,0.19,0.75,0.323589924,0
cytosis-a-cell-biology-board-game,30,8,7,15,0.27,0.23,0.5,0.233579167,0
pick-your-path-action-packed-micro-gaming-booklets,26,1,3,22,0.04,0.12,0.85,0.472805641,0
the-grimm-forest,38,9,5,24,0.24,0.13,0.63,0.248395614,0
cauldron-master-a-deduction-and-set-collection-wit,17,2,1,14,0.12,0.06,0.82,0.329965921,0
toucan-play-that-game-season-2,20,0,0,20,0,0,1,0.667326395,0
the-private-artistbooks-of-michael-rytz,3,1,0,2,0.33,0,0.67,0.558566667,0
kings-road,30,2,9,19,0.07,0.3,0.63,0.435555333,0
ultralight-electric-guitar,1,0,0,1,0,0,1,0.593816667,0
snapmaker-the-all-metal-3d-printer,30,3,4,23,0.1,0.13,0.77,0.286141944,0
z-war-one,17,4,1,12,0.24,0.06,0.71,0.265090686,0
mister-mushy-nor-mister-mjukis-childrens-book,10,0,0,10,0,0,1,0.816229545,0
stereoscope-magazine,0,0,0,0,0,0,0,0,0
mounk-underwear-that-looks-good-and-feels-good,10,0,2,8,0,0.2,0.8,0.484935,0
the-lady-and-the-tiger-a-2-player-bluffing-game,32,6,4,22,0.19,0.12,0.69,0.382825833,0
unlocked-the-mansion-of-mana,20,0,4,16,0,0.2,0.8,0.473624806,11
lisa-frank-makeup-collaboration,38,18,5,15,0.47,0.13,0.39,-0.004394737,0
superscreen,33,14,10,9,0.42,0.3,0.27,-0.106039105,0
pip-system-corebook-family-style-rpgs-from-third-e,10,1,0,9,0.1,0,0.9,0.290692983,14
magpie-goose-bold-fashion-from-the-top-end,13,1,0,12,0.08,0,0.92,0.777630769,0
the-powerverse-is-here,12,0,2,10,0,0.17,0.83,0.507916667,0
grimslingers-the-northern-territory,23,4,4,15,0.17,0.17,0.65,0.221851755,0
lycan-comic-1,3,0,1,2,0,0.33,0.67,0.542,0
marbles-mag-the-indie-mental-health-magazine,1,0,0,1,0,0,1,0.8866,0
murder-most-foul-game-and-hot-sauce,24,4,5,15,0.17,0.21,0.62,0.140703598,0
worth-watching,3,0,0,3,0,0,1,0.676733333,0
aeons-end-war-eternal,27,4,8,15,0.15,0.3,0.56,0.288098858,0
dinosaur-island-1,24,8,5,11,0.33,0.21,0.46,0.116564514,0
solstice-drafting-and-deception-for-2-4,20,3,0,17,0.15,0,0.85,0.43388256,0
glyph-1,27,7,3,17,0.26,0.11,0.63,0.291225103,0
monikers-the-shut-up-and-sit-down-nonsense-box,36,3,6,27,0.08,0.17,0.75,0.32691466,0
bring-anxiety-fox-to-life,35,2,5,28,0.06,0.14,0.8,0.505047143,9
empires-of-the-void-ii,38,6,10,22,0.16,0.26,0.58,0.336987061,0
divinity-derby-a-racing-and-betting-game-of-mythic,32,5,8,19,0.16,0.25,0.59,0.21952849,0
dates-an-anthology-of-queer-historical-fiction-vol,20,1,2,17,0.05,0.1,0.85,0.574783397,0
baseball-highlights-2045-spring-training,32,6,7,19,0.19,0.22,0.59,0.13021849,0
no-pun-included-a-board-game-review-series,30,4,5,21,0.13,0.17,0.7,0.444955556,0
divercity,22,0,2,20,0,0.09,0.91,0.554535606,16
bram-stokers-dracula-concertina-book,26,1,1,24,0.04,0.04,0.92,0.613038974,0
if-you-give-a-geek-a-phaser-childrens-book,6,0,0,6,0,0,1,0.477777778,0
bounty-hunter-beauty-1,0,0,0,0,0,0,0,0,0
guard-duty-point-and-click-through-time-and-space,20,0,1,19,0,0.05,0.95,0.691029036,0
the-chronicles-of-tampon-man-volume-1-the-red-sea,7,1,0,6,0.14,0,0.86,0.595221429,0
small-town-inertia,7,0,0,7,0,0,1,0.635610714,0
heartbound,23,4,5,14,0.17,0.22,0.61,0.243382971,0
she-found-fossils-a-kids-book-about-women-in-paleo,7,0,3,4,0,0.43,0.57,0.26865,0
commodore-the-inside-story,34,5,3,26,0.15,0.09,0.76,0.430792157,5
tarot-compendium,35,7,1,27,0.2,0.03,0.77,0.323281429,0
headphones,25,3,5,17,0.12,0.2,0.68,0.3332352,0
worlds-softest-sustainable-underwear-and-loungewea,17,5,1,11,0.29,0.06,0.65,0.169995336,0
character-design-quarterly,40,7,9,24,0.17,0.23,0.6,0.23878375,0
nowadays-help-us-build-our-indoor-home,18,0,3,15,0,0.17,0.83,0.568234722,0
luxortm-mini-auto-focusing-pocket-flashlight,33,15,7,11,0.45,0.21,0.33,-0.025587338,0
strawberry-ninja,23,3,3,17,0.13,0.13,0.74,0.373751035,0
bullet-02-worlds-smallest-flashlight-even-smaller,33,13,5,15,0.39,0.15,0.45,0.014559495,0
clementines-bake-shop-is-moving-to-a-storefront,0,0,0,0,0,0,0,0,0
accidental-aliens-anthology-2017,6,0,3,3,0,0.5,0.5,0.234197222,0
sustainable-protein-bars-and-powders-made-with-cri,19,2,4,13,0.11,0.21,0.68,0.366794128,0
boys-dont-fly-a-childrens-picture-book-for-young-r,5,0,1,4,0,0.2,0.8,0.63406,4
edgemere-farm-in-rockaway-beach-needs-your-help,0,0,0,0,0,0,0,0,0
wild-adventure-cookbook,12,0,0,12,0,0,1,0.803291667,0
rice-paper-scissors-from-pop-up-to-restaurant,7,0,2,5,0,0.29,0.71,0.637742857,0
cooking-with-dice-classic-rpg-with-a-delicious-twi,17,1,1,15,0.06,0.06,0.88,0.429278431,25
sugar-hill-creamery,8,0,1,7,0,0.12,0.88,0.6919,0
dare-to-eat-natural-healthy-snacks-powered-by-inse,15,0,2,13,0,0.13,0.87,0.599762222,0
sankofa-farms-agricultural-academy-a-van-for-hope,1,0,0,1,0,0,1,0.7312,0
willbros-salmon-co-spreading-wild-alaskan-salmon-l,4,1,0,3,0.25,0,0.75,0.585958333,0
the-sisterhood-of-blood-vol-i,30,1,5,24,0.03,0.17,0.8,0.500981333,0
halfsies-dice-world-tour,20,3,2,15,0.15,0.1,0.75,0.367273667,0
jonathin-quackup-issues-1-and-2,14,1,1,12,0.07,0.07,0.86,0.582364286,4
longmire-the-cinematic-picture-book,30,3,4,23,0.1,0.13,0.77,0.501702778,0
iconiq-qore-the-stackable-insulated-food-container,40,7,5,28,0.17,0.12,0.7,0.36413375,0
drexler-issue-1,8,1,0,7,0.12,0,0.88,0.486528125,0
hexplore-it-the-valley-of-the-dead-king,29,3,7,19,0.1,0.24,0.66,0.262399425,3
the-lemonade-stand-cookbook-kid-tested-kid-empower,2,0,0,2,0,0,1,0.914775,0
ecoqube-frame-best-vertical-garden,20,7,3,10,0.35,0.15,0.5,0.1206665,0
faulty-apprentice-interactive-visual-novel,24,2,8,14,0.08,0.33,0.58,0.285913403,0
herbert-grow-fresh-organic-food-at-home,18,4,10,4,0.22,0.56,0.22,-0.032800725,0
hobo-coins,31,2,3,26,0.06,0.1,0.84,0.615766667,10
romantic-comedy-visual-novel-kachuna,27,5,6,16,0.19,0.22,0.59,0.227346296,0
gone-sci-fi-mystery-comic-1-digital-reboot-1-week,5,0,1,4,0,0.2,0.8,0.36498,0
the-legend-of-everett-forge-issue-2,7,0,0,7,0,0,1,0.586664286,3
transdimensional-1-a-sci-fi-horror-tale,4,0,0,4,0,0,1,0.567575,0
shamans-destiny-vol-1-trade,2,0,1,1,0,0.5,0.5,0.445,0
alaska-bug-bites-llc-farmers-markets-launch,8,3,0,5,0.38,0,0.62,0.094232292,0
immanuel-god-with-us-the-comic-book,1,0,0,1,0,0,1,0.8386,0
house-of-wicked-creatures-an-indie-comic,33,1,1,31,0.03,0.03,0.94,0.642910606,13
the-supershow-the-takeover-unpredictable-wrestling,23,4,4,15,0.17,0.17,0.65,0.205048188,14
spinpal-dp-double-pendulum-desktop-physics-toy,23,5,2,16,0.22,0.09,0.7,0.311922547,0
long-live-the-queen,21,3,4,14,0.14,0.19,0.67,0.309153234,0
american-protest-a-broadside-portfolio,10,2,1,7,0.2,0.1,0.7,0.447925,0
space-captain-issue-4,18,1,3,14,0.06,0.17,0.78,0.320639815,0
jail-bait-and-trailer-trash-a-mature-comic-book-gr,11,2,1,8,0.18,0.09,0.73,0.271522727,1
elder-dice-lovecraftian-themed-dice-for-all-tablet,31,4,6,21,0.13,0.19,0.68,0.323008602,5
the-human-beings-issue-one,4,0,1,3,0,0.25,0.75,0.652525,0
mapforge-battlemap-creation-software-for-tabletop,18,7,1,10,0.39,0.06,0.56,0.081530774,0
brethren-born3-deceptions,3,1,0,2,0.33,0,0.67,0.43785,0
hyve-touch-synth-make-the-future-of-musical-expres,30,7,5,18,0.23,0.17,0.6,0.228513651,3
aviary-wine-and-kitchen,0,0,0,0,0,0,0,0,0
husband-and-husband-volume-1,20,1,4,15,0.05,0.2,0.75,0.539325,0
the-pirate-republic-0,25,7,4,14,0.28,0.16,0.56,0.164467056,0
identity-notes,9,2,2,5,0.22,0.22,0.56,0.262827778,0
scar-stories,2,0,0,2,0,0,1,0.4725,0
what-makes-you-special-childrens-book-by-britt-hal,3,0,1,2,0,0.33,0.67,0.651466667,0
ditko-now-and-then,8,0,1,7,0,0.12,0.88,0.731775,0
the-patchwork-circus-a-childrens-picture-book,6,0,0,6,0,0,1,0.812983333,0
don-quixote-playing-cards-vol2,25,10,4,11,0.4,0.16,0.44,0.0274074,0
remember-the-alamo-drafthouse-kalamazoo,4,0,0,4,0,0,1,0.7091625,4
you-are-the-hero-part-2,29,1,3,25,0.03,0.1,0.86,0.52136601,0
all-walls-must-fall-a-tech-noir-tactics-game,24,3,2,19,0.12,0.08,0.79,0.380009066,0
moondrop-fidget-desk-toy-displaying-gravity-on-the,34,8,10,16,0.24,0.29,0.47,0.23531957,0
valthirian-arc-red-covenant-academy-for-heroes,32,3,8,21,0.09,0.25,0.66,0.373038802,0
indigenous-knowledge-and-the-box-of-treasures,0,0,0,0,0,0,0,0,0
dragoon-the-rogue-and-barbarian-expansion-reprint,27,4,5,18,0.15,0.19,0.67,0.311368025,1
yoga-flexer-the-only-yoga-mat-turned-into-a-portab,8,3,1,4,0.38,0.12,0.5,0.257565625,13
candles-made-better-keaps-new-collection,12,0,4,8,0,0.33,0.67,0.492983333,0
badass-riders,21,11,2,8,0.52,0.1,0.38,-0.096313265,0
