Product Name,Total number of comments (backer only),Number of Negative Comment,Number of Neutral Comment,Number of Positive Comment,% of Negative Comment,% of Neutral Comment,% of Positive Comment,Overall Score,Number of creator comment
green-stamps-playing-cards,49,7,9,33,0.14,0.18,0.67,0.368216327,0
stripy-deck-pastel-edition-playing-cards-for-cardi,25,4,3,18,0.16,0.12,0.72,0.403452,0
bharata-playing-cards,37,2,1,34,0.05,0.03,0.92,0.671805405,13
trash-pandas-the-card-game,26,3,4,19,0.12,0.15,0.73,0.420169231,24
psychologia-podcast-the-second-season,3,0,0,3,0,0,1,0.8215,0
expo-photo-piiaf-la-mano-w-lewis-ofman,1,0,0,1,0,0,1,0.4767,0
heroes-of-the-nations-luxury-case,20,5,7,8,0.25,0.35,0.4,0.146735,7
dead-in-the-water,2,0,0,2,0,0,1,0.80415,0
official-vaughan-sitcom-kickstarter,1,0,0,1,0,0,1,0.1027,0
hair-love-animated-short-film,50,0,3,47,0,0.06,0.94,0.76047,0
usagis-stuff-pin-collection,0,0,0,0,0,0,0,0,0
the-sartorial-sneaker-handmade-for-best-walking-ex,50,1,4,45,0.02,0.08,0.9,0.653388,0
joeywears-the-only-underwear-your-balls-deserve,50,10,7,33,0.2,0.14,0.66,0.31372,0
kujo-yardwear-the-first-shoe-ever-created-for-yard,39,2,10,27,0.05,0.26,0.69,0.361969231,0
gena-adjustable-height-heels,46,2,17,27,0.04,0.37,0.59,0.369932609,0
deep-sea-dreamscape-enamel-pins,10,0,1,9,0,0.1,0.9,0.60418,0
jeromes-gift,9,0,1,8,0,0.11,0.89,0.664844444,0
slater-smith-and-the-weather-machine-make-an-orego,4,0,2,2,0,0.5,0.5,0.45865,0
atomic-ramen,3,0,1,2,0,0.33,0.67,0.440266667,0
the-tomb-of-nahtaivel-a-burning-man-honorarium-pro,7,0,0,7,0,0,1,0.758814286,0
c60-burning-man-2017,0,0,0,0,0,0,0,0,0
austin-macraes-second-solo-album-keeper,0,0,0,0,0,0,0,0,0
the-awakenings-project-book-and-showing,1,0,0,1,0,0,1,0.5622,0
the-guardians-of-salus-book-1-in-the-halix-series,0,0,0,0,0,0,0,0,0
technology-to-help-you-sleep,9,1,0,8,0.11,0,0.89,0.564255556,0
rumi-music-healing-project-one-with-the-beloved,2,0,0,2,0,0,1,0.96365,0
victoria-van-arnams-solo-album,5,0,0,5,0,0,1,0.62726,0
our-new-album-mot3l-is-finished-pre-order-now-to-h,0,0,0,0,0,0,0,0,0
balls-1973s-infamous-battle-of-the-sexes-comes-to,1,0,0,1,0,0,1,0.34,0
journey-to-aktehi-cd-cassette-mark-seelig-sam-rose,0,0,0,0,0,0,0,0,0
not-about-nightingales-eric-georges-fourth-and-fin,0,0,0,0,0,0,0,0,0
save-the-hairy-dog-live-music-venue,6,1,0,5,0.17,0,0.83,0.5587,0
holly-starrs-new-album-human,21,0,0,21,0,0,1,0.7947,0
breaking-out-the-awesome-new-rock-album-from-verit,0,0,0,0,0,0,0,0,0
piano-collections-pokemon-red-and-blue-studio-albu,50,7,17,26,0.14,0.34,0.52,0.255458,0
laura-silverstone-the-fall-of-the-northern-star,0,0,0,0,0,0,0,0,0
boudain-in-europe-fall-2017,1,0,0,1,0,0,1,0.9474,0
manon-peak-debut-album-focused,0,0,0,0,0,0,0,0,0
and-also-with-you,4,0,2,2,0,0.5,0.5,0.39,0
plant-power-food-by-engholm-x-earthlete-copenhagen,2,0,2,0,0,1,0,0,0
lloyd-hamilton-silent-comedian,2,0,0,2,0,0,1,0.6634,0
post-production-for-film-london-short-film-breathe,0,0,0,0,0,0,0,0,0
princess-a-different-side-of-disney-by-findyoursmi,50,6,9,35,0.12,0.18,0.7,0.453462,0
trump-utopia-or-dystopia-anthology,0,0,0,0,0,0,0,0,0
i-survived-i-kissed-dating-goodbye,6,0,0,6,0,0,1,0.821416667,1
shadow-dancing-or-the-importance-of-dreams,0,0,0,0,0,0,0,0,0
catalyst-los-angeles-inspired-watches,50,3,4,43,0.06,0.08,0.86,0.567994,0
get-a-round-to-edinburgh,1,0,0,1,0,0,1,0.8786,0
infra-dig-its-a-chemical-life,0,0,0,0,0,0,0,0,0
mitf-short-play-lab-production-of-leaving-home,0,0,0,0,0,0,0,0,0
project-michigan-podcast,1,0,0,1,0,0,1,0.908,0
albino-dragon-playing-cards,50,6,12,32,0.12,0.24,0.64,0.36592,0
the-apex-collective-xiii-physical-copy,0,0,0,0,0,0,0,0,0
keylontixs-upcoming-ep-tiny-giants-in-space-pls-su,0,0,0,0,0,0,0,0,0
find-chaffy-vinyl-figures,36,4,6,26,0.11,0.17,0.72,0.50065,12
the-miniaturists-podcast,2,0,0,2,0,0,1,0.60355,0
original-13-ciderworks-makers-of-sir-charles-hard,4,0,1,3,0,0.25,0.75,0.62745,0
kickstarter-gold-supra-beyond-the-otherworlds-an-o,50,3,8,39,0.06,0.16,0.78,0.548584,0
starbrick-beryllium-earphones,50,3,10,37,0.06,0.2,0.74,0.480714,0
airpaq-the-backpack-made-from-airbags-and-seat-bel,50,9,5,36,0.18,0.1,0.72,0.440088,0
help-blake-ellis-make-his-first-album-reality,0,0,0,0,0,0,0,0,0
6dof-electronic-interface-for-motion-simulator-pla,21,0,1,20,0,0.05,0.95,0.579138095,0
corey-nolen-is-making-a-studio-album,4,0,0,4,0,0,1,0.801925,0
la-brigade-un-hotel-itinerant,0,0,0,0,0,0,0,0,0
mcbaina-musical-journey,5,0,1,4,0,0.2,0.8,0.65752,0
the-ozark-trail-images-of-missouris-longest-hiking,3,0,0,3,0,0,1,0.805933333,0
the-empire-the-worlds-best-clubmaster-style-sungla,50,8,14,28,0.16,0.28,0.56,0.294438,0
instants-a-book-of-instant-film-nudies,8,1,1,6,0.12,0.12,0.75,0.4276125,0
wet,0,0,0,0,0,0,0,0,0
bandemonium-a-card-game,50,11,12,27,0.22,0.24,0.54,0.161656,0
cast-whale-project,3,0,1,2,0,0.33,0.67,0.4546,0
iron-monkeys-flight-of-illumination-at-buring-man,1,0,0,1,0,0,1,0.6705,0
great-american-novel-an-album-by-buck-t-edwards,1,0,0,1,0,0,1,0.6361,0
peirce-elementary-school-makerspace-kickoff,0,0,0,0,0,0,0,0,0
kxpissue-5,8,1,1,6,0.12,0.12,0.75,0.35895,0
scope-the-alternative-site-for-celtic-and-rangers,0,0,0,0,0,0,0,0,0
night-forest,14,0,7,7,0,0.5,0.5,0.248057143,13
biome-builder,12,2,3,7,0.17,0.25,0.58,0.377775,0
adam-riveras-4th-album,1,0,0,1,0,0,1,0.8065,0
louise-distras-is-making-a-record,3,0,0,3,0,0,1,0.913433333,0
in-the-meantime-a-new-blues-rock-album-by-alex-mar,1,0,0,1,0,0,1,0.7118,1
ragwater-first-studio-album,1,0,0,1,0,0,1,0.9628,0
battlemat,36,3,7,26,0.08,0.19,0.72,0.403272222,14
turquoise-trail-new-full-band-album-by-justin-john,34,4,2,28,0.12,0.06,0.82,0.634938235,0
immortal-souls-the-next-queer-witch-comics-antholo,9,0,1,8,0,0.11,0.89,0.570922222,7
silver-volume-3,50,3,6,41,0.06,0.12,0.82,0.525722,0
hoaxed,28,4,0,24,0.14,0,0.86,0.568653571,0
blood-and-water,0,0,0,0,0,0,0,0,0
splintered-glass-fringe-festival-campaign,0,0,0,0,0,0,0,0,0
the-q-wallet-w-bluetooth-tracking-or-rfid-blocking,50,10,15,25,0.2,0.3,0.5,0.203368,0
the-murderers-of-love-debut-album,1,0,1,0,0,1,0,0,0
left-on-read,0,0,0,0,0,0,0,0,0
fmix,0,0,0,0,0,0,0,0,0
using-dna-barcodes-and-photos-to-identify-spider-c,0,0,0,0,0,0,0,0,0
wired,0,0,0,0,0,0,0,0,0
ki-ecobe-customizable-self-assembled-footwear,50,5,20,25,0.1,0.4,0.5,0.262222,0
swift-the-worlds-first-rapid-access-wallet,50,19,4,27,0.38,0.08,0.54,0.116478,0
grace-1,1,0,0,1,0,0,1,0.5707,0
an-act-of-worship,1,0,0,1,0,0,1,0.8858,0
mortal-a-short-film,0,0,0,0,0,0,0,0,0
tender-short-film,0,0,0,0,0,0,0,0,0
work-life,0,0,0,0,0,0,0,0,0
strange-creatures-presents-bird-life,0,0,0,0,0,0,0,0,0
her-zine-issue-2-cambodian-girls-take-action,0,0,0,0,0,0,0,0,0
pink-noise,0,0,0,0,0,0,0,0,0
issue-one,0,0,0,0,0,0,0,0,0
stars-and-bars-brewing-co,2,0,0,2,0,0,1,0.6582,1
black-velvet-architectures-and-archetypes,1,0,0,1,0,0,1,0.9556,0
zerod20-podcasts,0,0,0,0,0,0,0,0,0
axel-sanchez-maligno-genero-electropop,0,0,0,0,0,0,0,0,0
the-most-multifunctional-bag-for-your-action-cam-a,13,0,3,10,0,0.23,0.77,0.4692,0
tovnet-worlds-first-light-bulb-wifi-security-camer,50,15,4,31,0.3,0.08,0.62,0.186624,0
emily-askew-band-debut-album,1,0,0,1,0,0,1,0.6688,0
andy-adams-back-to-square-one,2,0,0,2,0,0,1,0.59525,0
mk3-5-in-1-smart-outdoor-gadget,41,4,12,25,0.1,0.29,0.61,0.358636585,0
london-x-guatemala-societas-supporting-artisan-cra,1,0,1,0,0,1,0,0,0
yasuni-man-the-final-campaign,1,0,0,1,0,0,1,0.889,0
red-frog-maya-toughest-sandals-since-the-sweet-bab,31,4,9,18,0.13,0.29,0.58,0.340812903,0
help-marco-ragni-producing-new-album-the-wandering,0,0,0,0,0,0,0,0,0
caroline-keane-and-tom-delany-duo-album,4,0,1,3,0,0.25,0.75,0.6203,0
vizago-playing-cards-relaunch,50,1,5,44,0.02,0.1,0.88,0.675168,0
the-lander-planter,14,3,3,8,0.21,0.21,0.57,0.208071429,0
marc-martels-covers-and-christmas-eps,30,4,4,22,0.13,0.13,0.73,0.49264,3
punto-gozadera-restaurante-and-espacio-cultural-fe,0,0,0,0,0,0,0,0,0
the-exbats-second-album-i-got-the-hots-for-charlie,0,0,0,0,0,0,0,0,0
thieves-cant-a-meta-comic-book-about-tabletop-gami,5,0,1,4,0,0.2,0.8,0.38156,0
superb-smoothies-made-by-you-with-no-hassle-or-was,8,0,2,6,0,0.25,0.75,0.5441,3
water-is-boring-make-it-amazing,38,2,5,31,0.05,0.13,0.82,0.559028947,0
elevate-farm-to-bakery-friendship-muffins-and-more,1,0,0,1,0,0,1,0.932,0
buy-mead-save-the-bees,4,0,1,3,0,0.25,0.75,0.6644,0
grief,0,0,0,0,0,0,0,0,0
kickstarter-gold-ballez-class-everywhere-instructi,0,0,0,0,0,0,0,0,0
iot-development-and-sensors-kit-using-esp8266-with,15,2,1,12,0.13,0.07,0.8,0.332773333,0
wookalily-second-album,3,0,0,3,0,0,1,0.783233333,0
operator-web-series,12,0,1,11,0,0.08,0.92,0.665816667,0
the-evergoods-cpl24-and-mpl30-crossover-backpacks,50,5,3,42,0.1,0.06,0.84,0.576928,0
202-green-hostel,3,0,1,2,0,0.33,0.67,0.349633333,0
everyone-el-salvador,2,0,1,1,0,0.5,0.5,0.318,0
musvalk-a-fierce-yet-small-and-elegant-cutting-too,50,3,6,41,0.06,0.12,0.82,0.528572,0
nomencreatures-illustrations-of-animal-groups-from,16,1,4,11,0.06,0.25,0.69,0.4565,0
witchcraft-blue-a-burlesque-documentary,2,0,0,2,0,0,1,0.6705,0
fujoshi-trapped-in-a-semes-perfect-body-bl-yaoi-ma,9,2,1,6,0.22,0.11,0.67,0.291133333,0
debut-full-length-album,5,1,1,3,0.2,0.2,0.6,0.46968,0
laity-debut-worship-ep,0,0,0,0,0,0,0,0,0
expedition-to-ruins-of-past-high-culture-of-chacha,2,2,0,0,1,0,0,-0.855,0
ireland-stone-circle-photography-the-legacy-projec,8,0,2,6,0,0.25,0.75,0.5354625,3
record-roots-accessible-modular-frames-for-your-vi,42,2,15,25,0.05,0.36,0.6,0.354066667,0
cleave-comic,1,0,0,1,0,0,1,0.6696,1
a-new-home-for-company-drinks,2,0,0,2,0,0,1,0.7344,0
mxers-audio-modular-earbuds,50,21,9,20,0.42,0.18,0.4,-0.060118,0
slope114-grow-your-mind-12-inch-vinyl,4,0,0,4,0,0,1,0.578025,0
the-clean-out-your-lifecloset-audiobook,4,0,2,2,0,0.5,0.5,0.423425,0
the-visual-guide-to-improv,1,0,0,1,0,0,1,0.4215,0
meekers-ep-no1,0,0,0,0,0,0,0,0,0
vegan-dark-chocolate-hemp-seed-bars,0,0,0,0,0,0,0,0,0
iron-range-community-patio,4,0,1,3,0,0.25,0.75,0.515875,0
da-prato-test-kitchen,2,0,0,2,0,0,1,0.9147,0
wild-party-denver,16,3,1,12,0.19,0.06,0.75,0.43710625,0
perditions-mouth-traitor-guard-expansion,50,15,16,19,0.3,0.32,0.38,0.121502,0
high-fidelity-an-art-book-by-joey-spiotto,7,0,1,6,0,0.14,0.86,0.698514286,0
the-christian-gratitude-journal,6,0,1,5,0,0.17,0.83,0.732366667,0
eight-bit-magazine-4-amstrad-atari-commodore-spect,10,1,1,8,0.1,0.1,0.8,0.51959,1
we-dont-go-back-a-watchers-guide-to-folk-horror,2,0,1,1,0,0.5,0.5,0.22805,0
bitcoin-on-a-napkin-the-illustrated-book,6,0,3,3,0,0.5,0.5,0.279316667,0
vga-gallery-a-home-for-video-games-and-new-media,2,0,0,2,0,0,1,0.70425,0
ticwatch-s-and-e-a-truly-optimized-smartwatch,50,16,13,21,0.32,0.26,0.42,0.062616,0
luxury-watches-made-in-germany-manufaktur-waldhoff,50,7,1,42,0.14,0.02,0.84,0.484932,0
gazette-du-wargamer-numero-0-ete-2017,0,0,0,0,0,0,0,0,0
the-arduino-and-raspberry-pi-compatible-dc-crank-s,0,0,0,0,0,0,0,0,0
the-dead-queen-detectives-colouring-book,1,0,0,1,0,0,1,0.5859,0
ekko-and-the-firefly-an-anime-inspired-fairytale,15,1,2,12,0.07,0.13,0.8,0.4838,0
beasts-of-balance-new-edition-and-battles-expansio,50,6,10,34,0.12,0.2,0.68,0.459916,0
skyline-chess-new-york-city-edition,50,5,14,31,0.1,0.28,0.62,0.300056,0
hand-of-glory-modular-magnetic-gaming-miniatures,50,7,19,24,0.14,0.38,0.48,0.224526,0
ducklings-a-game-about-parenting,50,12,11,27,0.24,0.22,0.54,0.219084,0
action-news-the-game-of-television-news,50,5,14,31,0.1,0.28,0.62,0.31603,0
board-game-garage,50,5,8,37,0.1,0.16,0.74,0.458384,0
legendary-creatures,31,3,10,18,0.1,0.32,0.58,0.372716129,19
luxury-ergonomic-wooden-watches,50,13,8,29,0.26,0.16,0.58,0.215872,0
cjr-commander-watch,50,16,3,31,0.32,0.06,0.62,0.289348,0
kickstarter-gold-awesome-toy-cars-redux,50,5,19,26,0.1,0.38,0.52,0.274594,0
utu-a-sci-fi-short-film-directed-by-daniel-freedma,0,0,0,0,0,0,0,0,0
kickstarter-gold-the-acme-corporation,50,27,4,19,0.54,0.08,0.38,-0.145724,0
podslocker-smart-airpods-earpods-casephone-stand-a,22,4,7,11,0.18,0.32,0.5,0.197813636,7
oh-brother-mini-comic-growing-up-with-a-brother-wi,3,0,0,3,0,0,1,0.873366667,1
girls-at-library-empowering-female-readers,9,0,0,9,0,0,1,0.793655556,0
erie-art-museum-25th-annual-blues-and-jazz-festiva,0,0,0,0,0,0,0,0,0
help-rea-steyne-fund-her-first-worship-album,4,0,0,4,0,0,1,0.6785,0
2000-miles-0,1,0,0,1,0,0,1,0.8777,0
earthbound-music-video-lyric-video-and-documentary,0,0,0,0,0,0,0,0,0
isle-of-dogs,1,0,0,1,0,0,1,0.3382,0
one-day-i-too-go-fly-documentary-post-production,3,0,0,3,0,0,1,0.775033333,3
shiver-shield-extreme-cold-weather-gear,50,5,7,38,0.1,0.14,0.76,0.532446,0
the-periodic-table-of-english-writers,16,0,5,11,0,0.31,0.69,0.39051875,7
back-rac-back-pain-relief-acupressure-massage-heal,50,5,12,33,0.1,0.24,0.66,0.383194,0
elena-izquierdo-debut-single-written-with-tayla-pa,0,0,0,0,0,0,0,0,0
jersey-fresh-jam-2017-needs-you,2,0,1,1,0,0.5,0.5,0.4452,0
luke-maynards-new-album-desolation-sound,2,0,0,2,0,0,1,0.6508,1
things-were-different-in-spring-student-film,0,0,0,0,0,0,0,0,0
cautious-fred-a-childrens-book,7,0,0,7,0,0,1,0.923185714,0
codespeak-books-picture-books-for-inspiring-little,35,0,1,34,0,0.03,0.97,0.768428571,0
untainted-levon-mikaelian-trio,0,0,0,0,0,0,0,0,0
daddy-can,3,0,1,2,0,0.33,0.67,0.314966667,2
crusaders-thy-will-be-done-deluxifiedtm,48,12,11,25,0.25,0.23,0.52,0.222152083,2
action-cats,50,10,9,31,0.2,0.18,0.62,0.297964,0
embroidery-software-and-business-start-up,0,0,0,0,0,0,0,0,0
bleach-blonde-baby-music-video-by-poppy,30,4,6,20,0.13,0.2,0.67,0.379446667,0
rachel-brown-and-the-beatnik-playboys-new-album,1,0,0,1,0,0,1,0.9054,0
plenty-of-bluesthe-roustabouts-album-10-years-in-t,0,0,0,0,0,0,0,0,0
red-no-95-issue-3,2,0,0,2,0,0,1,0.6445,0
riley-and-the-big-bear-1,1,0,1,0,0,1,0,0,0
damage-inc-punk-rock-monster-hunting-for-fun-and-p,4,0,0,4,0,0,1,0.826725,0
the-cycle-the-complete-digital-collection,3,0,0,3,0,0,1,0.651233333,0
juan-martinez-4-resurrection,0,0,0,0,0,0,0,0,0
the-folks-of-flinta-tribute,1,0,0,1,0,0,1,0.7702,0
hold-button-a-tiny-phone-grip,50,8,15,27,0.16,0.3,0.54,0.28968,0
parsely-games-featuring-action-castle-and-other-ad,50,5,38,7,0.1,0.76,0.14,0.005506,0
thicker-than-blood-a-large-format-ploog-and-bisley,50,1,4,45,0.02,0.08,0.9,0.617944,0
comfort-chemistry-a-guide-to-building-emotional-re,2,0,1,1,0,0.5,0.5,0.3715,0
fox-point-folk-festival,0,0,0,0,0,0,0,0,0
hopeless-enamel-pin-collection,3,0,1,2,0,0.33,0.67,0.4932,0
city-of-lost-souls-5,21,0,0,21,0,0,1,0.655161905,0
the-magnon-spinner,50,9,12,29,0.18,0.24,0.58,0.254544,0
gravitas,0,0,0,0,0,0,0,0,0
help-publish-this-book-birth-your-story,2,0,0,2,0,0,1,0.9191,2
morgana-a-documentary-film-housewife-pornographer,19,1,2,16,0.05,0.11,0.84,0.609763158,0
aurelie-lecuyer,0,0,0,0,0,0,0,0,0
30-days-of-base,0,0,0,0,0,0,0,0,0
lxs-desaparecidxs,0,0,0,0,0,0,0,0,0
everything-you-need-is-inside-you-burning-man-2017,0,0,0,0,0,0,0,0,0
raisa-nosova-berlin-art-residency-and-amsterdam-ar,0,0,0,0,0,0,0,0,0
klondike-letters-project,2,0,0,2,0,0,1,0.89835,0
the-altar-of-intentions-burning-man-2017-camp-amaz,0,0,0,0,0,0,0,0,0
lets-make-america-kind-one-school-at-a-time,0,0,0,0,0,0,0,0,0
marcus-starr-solo-album-funding-campaign,0,0,0,0,0,0,0,0,0
array-issue-1,2,0,1,1,0,0.5,0.5,0.4364,0
the-church-of-the-open-mind-burning-man-art-car,0,0,0,0,0,0,0,0,0
buddy-pegs-taking-the-lead-an-illustrated-children,4,2,0,2,0.5,0,0.5,0.244725,0
miegakure-an-mcu-artbook,3,0,0,3,0,0,1,0.816033333,0
love-as-an-artform-30-days-to-deeper-love,0,0,0,0,0,0,0,0,0
musee-immediat-essarter-editions,0,0,0,0,0,0,0,0,0
nabil-and-karim-anise-k-bicentenary-album,2,0,0,2,0,0,1,0.8502,0
i-am-worthy,0,0,0,0,0,0,0,0,0
childrens-book-about-zumba-fitness-minimia-music-a,2,0,0,2,0,0,1,0.69325,0
jazz-the-george-kahn-trio-with-alex-acuna-lyman-me,3,0,0,3,0,0,1,0.729833333,0
the-small-stage-crowdfunded-theatre-coverage-for-m,0,0,0,0,0,0,0,0,0
fight-knight,45,10,11,24,0.22,0.24,0.53,0.2422,5
damn-the-man-save-the-music,29,2,2,25,0.07,0.07,0.86,0.596286207,0
kickstarter-gold-philographics,37,6,5,26,0.16,0.14,0.7,0.212972973,13
kaku-dako-kite-kit,22,1,0,21,0.05,0,0.95,0.741154545,0
morralla,5,0,1,4,0,0.2,0.8,0.42184,0
paintings-of-le-tour-hardback-books,19,3,3,13,0.16,0.16,0.68,0.412768421,0
fuente-a-ceramic-jar-designed-to-share,0,0,0,0,0,0,0,0,0
yauali,0,0,0,0,0,0,0,0,0
lophophora,0,0,0,0,0,0,0,0,0
the-best-premium-toiletry-bag-for-traveling,50,4,2,44,0.08,0.04,0.88,0.601696,0
geek-girl-vol1-lightning-strikes-pre-orders,1,0,0,1,0,0,1,0.7067,0
righteous-comic-book-issue-1-first-printing,8,1,0,7,0.12,0,0.88,0.6749,2
2018-gaming-calendar,39,7,7,25,0.18,0.18,0.64,0.357182051,11
vs-vamps-vs-wolves-2,8,1,3,4,0.12,0.38,0.5,0.256575,0
future-girl-1-the-future-starts-now-inaugural-issu,4,0,0,4,0,0,1,0.6369,0
painting-survival-on-a-blank-canvas,0,0,0,0,0,0,0,0,0
codex-bicycle-playing-cards-deck,50,4,14,32,0.08,0.28,0.64,0.366086,0
the-art-of-fantasy-football-by-pramos,50,2,17,31,0.04,0.34,0.62,0.307594,0
meet-the-blues-sela-blue-and-the-missing-key,6,0,0,6,0,0,1,0.860916667,0
toys-for-tuition-you-get-dog-toys-we-get-to-colleg,1,0,0,1,0,0,1,0.4588,0
messina-the-handheld-pasta-maker,4,1,0,3,0.25,0,0.75,0.134775,0
introducing-the-adii-the-future-is-hands-free,50,5,9,36,0.1,0.18,0.72,0.365204,0
hurry-up-and-wait,3,1,0,2,0.33,0,0.67,0.174166667,0
all-things-beautiful-short-film,1,0,0,1,0,0,1,0.6458,1
swimming-mockumentary-short,0,0,0,0,0,0,0,0,0
earth-is-a-paradise,1,1,0,0,1,0,0,-0.7156,0
pele-tiki-mug-from-kilauea-cove,9,0,3,6,0,0.33,0.67,0.490266667,5
hidizs-ap200-the-next-generation-android-hifi-musi,50,10,16,24,0.2,0.32,0.48,0.138996,0
into-your-dreams,5,0,0,5,0,0,1,0.86826,0
epoch-the-awakening-board-game,50,10,6,34,0.2,0.12,0.68,0.312478,0
flexr-worlds-first-foldable-travel-friendly-pullup,50,12,13,25,0.24,0.26,0.5,0.24865,0
not-especially-special-a-childrens-picture-book,5,0,0,5,0,0,1,0.89574,3
star-realms-frontiers,50,6,11,33,0.12,0.22,0.66,0.412904,0
rosie-a-detroit-herstory-book,9,0,2,7,0,0.22,0.78,0.534366667,0
echoes-from-then-glimpses-of-john-mclaughlin-1959,2,0,1,1,0,0.5,0.5,0.2463,0
youth-exchange-project-refugee-empowerment-through,0,0,0,0,0,0,0,0,0
crushaustin,0,0,0,0,0,0,0,0,0
light-chasers-issue-1,9,1,2,6,0.11,0.22,0.67,0.466877778,0
level-11-theatres-2nd-season,1,0,0,1,0,0,1,0.8011,0
russell-vaughn-keyz,0,0,0,0,0,0,0,0,0
yellowalbum-third-high-five-spaceship-studio-recor,1,0,0,1,0,0,1,0.9103,0
black-and-blue-the-yvonne-bechet-story,0,0,0,0,0,0,0,0,0
emma-rae-a-film-by-allen-sowelle,4,0,0,4,0,0,1,0.75715,0
nowhere-far-the-book,13,0,4,9,0,0.31,0.69,0.504607692,0
sense-of-place-by-jose-davila,0,0,0,0,0,0,0,0,0
custom-crafted-coin-rings,9,1,1,7,0.11,0.11,0.78,0.458733333,5
intelligent-bracelets-adjustable-vegan-easy-to-cle,2,1,0,1,0.5,0,0.5,0.2107,0
hello-blob,0,0,0,0,0,0,0,0,0
the-abhorrent-abecedarium-an-hp-lovecraft-art-book,6,1,1,4,0.17,0.17,0.67,0.462016667,0
mca-day-celebrating-the-life-of-adam-mca-yauch,0,0,0,0,0,0,0,0,0
the-elegiac-repose-a-new-album-by-valentine-wolfe,1,0,0,1,0,0,1,0.6167,0
diamon-playing-cards-n-2-the-summer-season,19,3,5,11,0.16,0.26,0.58,0.270526316,0
conthempt,0,0,0,0,0,0,0,0,0
bosanske-ulice,0,0,0,0,0,0,0,0,0
witkin-and-witkin-a-photographer-and-a-painter,1,0,1,0,0,1,0,0,0
firelight-the-questing-card-game-new-tabletop-rpg,50,8,8,34,0.16,0.16,0.68,0.368034,0
the-x-suit-the-suit-of-the-future,50,15,4,31,0.3,0.08,0.62,0.210736,0
notch-the-rescued-dolphin,8,0,1,7,0,0.12,0.88,0.6717125,0
daughter-short-film,0,0,0,0,0,0,0,0,0
off-camera,2,0,0,2,0,0,1,0.6686,0
fauna-of-the-dirty-south-enamel-pins-and-stickers,1,0,1,0,0,1,0,0,1
pryme-editions-the-2017-annual-journal,4,1,1,2,0.25,0.25,0.5,0.22705,3
pete-von-shollys-history-of-monsters,11,1,0,10,0.09,0,0.91,0.612227273,0
fritz-and-fanya-body-of-work-performancepaintproje,0,0,0,0,0,0,0,0,0
help-life-like-water-record-their-first-album,1,0,0,1,0,0,1,0.9161,0
mylos-travels-washington-dc,11,0,0,11,0,0,1,0.840136364,0
steamteam-5-the-beginning-childrens-book,23,2,2,19,0.09,0.09,0.83,0.563695652,0
yalla-habibi-living-with-war-in-aleppo,19,1,2,16,0.05,0.11,0.84,0.575094737,6
when-i-grow-up-1,0,0,0,0,0,0,0,0,0
the-august-club,4,0,0,4,0,0,1,0.696975,0
biddy-short-film,1,0,0,1,0,0,1,0.9711,0
blessed-are-they-that-fear-the-lord,0,0,0,0,0,0,0,0,0
how-to-drown-a-fish-edinburgh-festival-fringe-2017,0,0,0,0,0,0,0,0,0
beverlys-brows-reviving-morale-to-those-effected-b,3,0,0,3,0,0,1,0.888966667,0
gocards-exercise-playing-cards,23,2,12,9,0.09,0.52,0.39,0.258208696,12
magc-stylish-upgrade-for-usb-c-resurrect-magsafe,50,18,7,25,0.36,0.14,0.5,0.099258,0
the-christmas-tale-of-elaine-gale,4,0,0,4,0,0,1,0.832725,0
ufos-and-et-contact-publish-new-book-and-spread-wo,25,0,2,23,0,0.08,0.92,0.683064,0
bodypainting-day-2017-nyc-amsterdam-berlin,0,0,0,0,0,0,0,0,0
tuls-the-tool-box-for-your-wallet,50,6,24,20,0.12,0.48,0.4,0.193814,0
dragons-are-awesome-mermaids-are-okay-too,50,4,2,44,0.08,0.04,0.88,0.666916,0
fundraiser-for-a-band-biography-of-the-butthole-su,6,0,3,3,0,0.5,0.5,0.3771,0
deanna-of-the-dead,49,5,1,43,0.1,0.02,0.88,0.533997959,0
luckys-coffee-garage-on-the-green-in-lebanon-nh,6,0,0,6,0,0,1,0.735766667,0
100-demon-dialogues-book-and-plushie,33,5,5,23,0.15,0.15,0.7,0.5069,9
piso-flotado-sprung-floor-mtyibg,0,0,0,0,0,0,0,0,0
explorers-of-the-north-sea-rocks-of-ruin,50,1,13,36,0.02,0.26,0.72,0.449724,0
villy-custom-limited-edition-cruiser-bikes-with-a,3,0,0,3,0,0,1,0.832733333,0
fodi-the-flat-multi-purpose-origami-stand,50,13,13,24,0.26,0.26,0.48,0.132556,0
a-new-venture-needs-a-new-wheel,2,0,0,2,0,0,1,0.8488,0
raspberry-shake-4d-detect-earthquakes-and-invisibl,33,5,2,26,0.15,0.06,0.79,0.374642424,17
classic-gaming-review-print-collection,9,0,1,8,0,0.11,0.89,0.465811111,0
the-guardian-of-the-forest-of-love-a-picture-book,0,0,0,0,0,0,0,0,0
ljw-photography-the-path-and-rise-of-a-novice,0,0,0,0,0,0,0,0,0
godrive-pro-say-goodbye-to-low-storage-on-iphone-f,50,13,11,26,0.26,0.22,0.52,0.161286,0
resurrected,0,0,0,0,0,0,0,0,0
reed-grimms-debut-album,6,0,1,5,0,0.17,0.83,0.734633333,0
proof-porch-project,0,0,0,0,0,0,0,0,0
wholefoods-cooperative-shop,4,0,0,4,0,0,1,0.8479,0
